STATEFP,COUNTYFP,POSTALCODE,COUNTY,MEDIAN_INCOME
37,089,NC,Henderson County,"54,012.00"
37,091,NC,Hertford County,"38,216.00"
37,093,NC,Hoke County,"47,892.00"
37,095,NC,Hyde County,"40,653.00"
37,097,NC,Iredell County,"60,044.00"
37,099,NC,Jackson County,"44,502.00"
37,101,NC,Johnston County,"60,296.00"
37,103,NC,Jones County,"43,302.00"
37,105,NC,Lee County,"48,984.00"
37,107,NC,Lenoir County,"40,433.00"
37,109,NC,Lincoln County,"62,963.00"
37,111,NC,McDowell County,"43,972.00"
37,113,NC,Macon County,"46,426.00"
37,115,NC,Madison County,"44,693.00"
37,117,NC,Martin County,"43,569.00"
37,119,NC,Mecklenburg County,"64,509.00"
37,121,NC,Mitchell County,"43,967.00"
37,123,NC,Montgomery County,"47,757.00"
37,125,NC,Moore County,"59,471.00"
37,127,NC,Nash County,"50,122.00"
37,129,NC,New Hanover County,"53,419.00"
37,131,NC,Northampton County,"37,233.00"
37,133,NC,Onslow County,"50,531.00"
37,135,NC,Orange County,"71,920.00"
37,137,NC,Pamlico County,"46,447.00"
37,139,NC,Pasquotank County,"46,355.00"
37,141,NC,Pender County,"54,900.00"
37,143,NC,Perquimans County,"48,337.00"
37,145,NC,Person County,"50,149.00"
37,147,NC,Pitt County,"43,303.00"
37,149,NC,Polk County,"50,467.00"
37,151,NC,Randolph County,"48,372.00"
37,153,NC,Richmond County,"38,514.00"
37,155,NC,Robeson County,"35,407.00"
37,157,NC,Rockingham County,"41,869.00"
37,159,NC,Rowan County,"46,864.00"
37,161,NC,Rutherford County,"42,831.00"
37,163,NC,Sampson County,"42,807.00"
37,165,NC,Scotland County,"36,730.00"
37,167,NC,Stanly County,"51,491.00"
37,169,NC,Stokes County,"50,826.00"
37,171,NC,Surry County,"46,342.00"
37,173,NC,Swain County,"43,121.00"
37,175,NC,Transylvania County,"51,398.00"
37,177,NC,Tyrrell County,"36,765.00"
37,179,NC,Union County,"80,428.00"
37,181,NC,Vance County,"40,263.00"
37,183,NC,Wake County,"80,169.00"
37,185,NC,Warren County,"38,430.00"
37,187,NC,Washington County,"36,042.00"
37,189,NC,Watauga County,"48,489.00"
37,191,NC,Wayne County,"41,572.00"
37,193,NC,Wilkes County,"44,080.00"
37,195,NC,Wilson County,"44,015.00"
37,197,NC,Yadkin County,"49,070.00"
37,199,NC,Yancey County,"44,756.00"
38,000,ND,North Dakota,"65,250.00"
38,001,ND,Adams County,"53,162.00"
38,003,ND,Barnes County,"54,984.00"
38,005,ND,Benson County,"42,407.00"
38,007,ND,Billings County,"76,235.00"
38,009,ND,Bottineau County,"59,161.00"
38,011,ND,Bowman County,"62,270.00"
38,013,ND,Burke County,"63,261.00"
38,015,ND,Burleigh County,"72,277.00"
38,017,ND,Cass County,"63,885.00"
38,019,ND,Cavalier County,"60,314.00"
38,021,ND,Dickey County,"53,286.00"
38,023,ND,Divide County,"58,715.00"
38,025,ND,Dunn County,"66,383.00"
38,027,ND,Eddy County,"51,327.00"
38,029,ND,Emmons County,"47,976.00"
38,031,ND,Foster County,"58,096.00"
38,033,ND,Golden Valley County,"58,075.00"
38,035,ND,Grand Forks County,"54,311.00"
38,037,ND,Grant County,"41,295.00"
38,039,ND,Griggs County,"54,250.00"
38,041,ND,Hettinger County,"51,455.00"
38,043,ND,Kidder County,"45,401.00"
38,045,ND,LaMoure County,"54,514.00"
38,047,ND,Logan County,"50,141.00"
38,049,ND,McHenry County,"54,795.00"
38,051,ND,McIntosh County,"47,288.00"
38,053,ND,McKenzie County,"76,224.00"
38,055,ND,McLean County,"64,524.00"
38,057,ND,Mercer County,"82,303.00"
38,059,ND,Morton County,"68,043.00"
38,061,ND,Mountrail County,"67,162.00"
38,063,ND,Nelson County,"50,093.00"
38,065,ND,Oliver County,"68,243.00"
38,067,ND,Pembina County,"58,766.00"
38,069,ND,Pierce County,"47,360.00"
38,071,ND,Ramsey County,"54,814.00"
38,073,ND,Ransom County,"61,634.00"
38,075,ND,Renville County,"60,205.00"
38,077,ND,Richland County,"61,174.00"
38,079,ND,Rolette County,"42,021.00"
38,081,ND,Sargent County,"64,756.00"
38,083,ND,Sheridan County,"39,439.00"
38,085,ND,Sioux County,"37,002.00"
38,087,ND,Slope County,"49,843.00"
38,089,ND,Stark County,"71,888.00"
38,091,ND,Steele County,"66,929.00"
38,093,ND,Stutsman County,"57,002.00"
38,095,ND,Towner County,"51,848.00"
38,097,ND,Traill County,"59,931.00"
38,099,ND,Walsh County,"59,705.00"
38,101,ND,Ward County,"63,938.00"
38,103,ND,Wells County,"58,261.00"
38,105,ND,Williams County,"79,354.00"
39,000,OH,Ohio,"56,155.00"
39,001,OH,Adams County,"42,154.00"
39,003,OH,Allen County,"50,301.00"
39,005,OH,Ashland County,"54,362.00"
39,007,OH,Ashtabula County,"46,950.00"
39,009,OH,Athens County,"40,416.00"
39,011,OH,Auglaize County,"63,754.00"
39,013,OH,Belmont County,"48,989.00"
39,015,OH,Brown County,"55,334.00"
39,017,OH,Butler County,"61,053.00"
39,019,OH,Carroll County,"50,002.00"
39,021,OH,Champaign County,"57,701.00"
39,023,OH,Clark County,"50,089.00"
39,025,OH,Clermont County,"65,280.00"
39,027,OH,Clinton County,"53,947.00"
39,029,OH,Columbiana County,"44,938.00"
39,031,OH,Coshocton County,"46,420.00"
39,033,OH,Crawford County,"44,715.00"
39,035,OH,Cuyahoga County,"50,006.00"
39,037,OH,Darke County,"53,853.00"
39,039,OH,Defiance County,"56,740.00"
39,041,OH,Delaware County,"103,536.00"
39,043,OH,Erie County,"53,135.00"
39,045,OH,Fairfield County,"67,654.00"
39,047,OH,Fayette County,"47,733.00"
39,049,OH,Franklin County,"60,383.00"
39,051,OH,Fulton County,"62,800.00"
39,053,OH,Gallia County,"43,785.00"
39,055,OH,Geauga County,"84,093.00"
39,057,OH,Greene County,"68,380.00"
39,059,OH,Guernsey County,"44,623.00"
39,061,OH,Hamilton County,"57,300.00"
39,063,OH,Hancock County,"61,579.00"
39,065,OH,Hardin County,"49,580.00"
39,067,OH,Harrison County,"50,301.00"
39,069,OH,Henry County,"57,705.00"
39,071,OH,Highland County,"49,161.00"
39,073,OH,Hocking County,"50,568.00"
39,075,OH,Holmes County,"60,828.00"
39,077,OH,Huron County,"55,202.00"
39,079,OH,Jackson County,"44,726.00"
39,081,OH,Jefferson County,"42,821.00"
39,083,OH,Knox County,"56,885.00"
39,085,OH,Lake County,"65,883.00"
39,087,OH,Lawrence County,"43,031.00"
39,089,OH,Licking County,"66,145.00"
39,091,OH,Logan County,"61,699.00"
39,093,OH,Lorain County,"59,265.00"
39,095,OH,Lucas County,"47,865.00"
39,097,OH,Madison County,"61,645.00"
39,099,OH,Mahoning County,"48,010.00"
39,101,OH,Marion County,"45,419.00"
39,103,OH,Medina County,"76,475.00"
39,105,OH,Meigs County,"44,286.00"
39,107,OH,Mercer County,"62,782.00"
39,109,OH,Miami County,"59,922.00"
39,111,OH,Monroe County,"46,314.00"
39,113,OH,Montgomery County,"51,071.00"
39,115,OH,Morgan County,"40,557.00"
39,117,OH,Morrow County,"60,452.00"
39,119,OH,Muskingum County,"49,586.00"
39,121,OH,Noble County,"48,792.00"
39,123,OH,Ottawa County,"58,345.00"
39,125,OH,Paulding County,"53,876.00"
39,127,OH,Perry County,"51,534.00"
39,129,OH,Pickaway County,"58,742.00"
39,131,OH,Pike County,"45,163.00"
39,133,OH,Portage County,"63,689.00"
39,135,OH,Preble County,"53,904.00"
39,137,OH,Putnam County,"64,304.00"
39,139,OH,Richland County,"49,668.00"
39,141,OH,Ross County,"49,385.00"
39,143,OH,Sandusky County,"53,978.00"
39,145,OH,Scioto County,"41,267.00"
39,147,OH,Seneca County,"52,165.00"
39,149,OH,Shelby County,"63,398.00"
39,151,OH,Stark County,"52,310.00"
39,153,OH,Summit County,"58,890.00"
39,155,OH,Trumbull County,"47,424.00"
39,157,OH,Tuscarawas County,"51,030.00"
39,159,OH,Union County,"84,861.00"
39,161,OH,Van Wert County,"54,331.00"
39,163,OH,Vinton County,"43,457.00"
39,165,OH,Warren County,"87,391.00"
39,167,OH,Washington County,"50,904.00"
39,169,OH,Wayne County,"59,142.00"
39,171,OH,Williams County,"54,581.00"
39,173,OH,Wood County,"64,282.00"
39,175,OH,Wyandot County,"55,995.00"
40,000,OK,Oklahoma,"51,914.00"
40,001,OK,Adair County,"35,156.00"
40,003,OK,Alfalfa County,"52,952.00"
40,005,OK,Atoka County,"39,702.00"
40,007,OK,Beaver County,"52,550.00"
40,009,OK,Beckham County,"47,825.00"
40,011,OK,Blaine County,"49,513.00"
40,013,OK,Bryan County,"43,445.00"
40,015,OK,Caddo County,"48,533.00"
40,017,OK,Canadian County,"70,942.00"
40,019,OK,Carter County,"48,660.00"
40,021,OK,Cherokee County,"42,913.00"
40,023,OK,Choctaw County,"35,308.00"
40,025,OK,Cimarron County,"46,777.00"
40,027,OK,Cleveland County,"62,343.00"
40,029,OK,Coal County,"39,396.00"
40,031,OK,Comanche County,"51,382.00"
40,033,OK,Cotton County,"43,386.00"
40,035,OK,Craig County,"43,074.00"
40,037,OK,Creek County,"54,478.00"
40,039,OK,Custer County,"49,577.00"
40,041,OK,Delaware County,"40,287.00"
40,043,OK,Dewey County,"50,728.00"
40,045,OK,Ellis County,"51,867.00"
40,047,OK,Garfield County,"52,387.00"
40,049,OK,Garvin County,"47,858.00"
40,051,OK,Grady County,"56,489.00"
40,053,OK,Grant County,"49,073.00"
40,055,OK,Greer County,"37,445.00"
40,057,OK,Harmon County,"38,537.00"
40,059,OK,Harper County,"55,112.00"
40,061,OK,Haskell County,"37,776.00"
40,063,OK,Hughes County,"37,566.00"
40,065,OK,Jackson County,"47,747.00"
40,067,OK,Jefferson County,"37,338.00"
40,069,OK,Johnston County,"39,756.00"
40,071,OK,Kay County,"45,700.00"
40,073,OK,Kingfisher County,"59,266.00"
40,075,OK,Kiowa County,"37,831.00"
40,077,OK,Latimer County,"38,284.00"
40,079,OK,Le Flore County,"38,709.00"
40,081,OK,Lincoln County,"48,039.00"
40,083,OK,Logan County,"69,114.00"
40,085,OK,Love County,"48,725.00"
40,087,OK,McClain County,"65,831.00"
40,089,OK,McCurtain County,"37,390.00"
40,091,OK,McIntosh County,"37,468.00"
40,093,OK,Major County,"56,102.00"
40,095,OK,Marshall County,"42,258.00"
40,097,OK,Mayes County,"50,951.00"
40,099,OK,Murray County,"50,031.00"
40,101,OK,Muskogee County,"43,911.00"
40,103,OK,Noble County,"54,210.00"
40,105,OK,Nowata County,"45,734.00"
40,107,OK,Okfuskee County,"37,545.00"
40,109,OK,Oklahoma County,"52,346.00"
40,111,OK,Okmulgee County,"42,354.00"
40,113,OK,Osage County,"48,826.00"
40,115,OK,Ottawa County,"38,194.00"
40,117,OK,Pawnee County,"46,949.00"
40,119,OK,Payne County,"47,748.00"
40,121,OK,Pittsburg County,"42,376.00"
40,123,OK,Pontotoc County,"48,450.00"
40,125,OK,Pottawatomie County,"48,499.00"
40,127,OK,Pushmataha County,"37,026.00"
40,129,OK,Roger Mills County,"53,871.00"
40,131,OK,Rogers County,"61,849.00"
40,133,OK,Seminole County,"37,901.00"
40,135,OK,Sequoyah County,"38,998.00"
40,137,OK,Stephens County,"46,512.00"
40,139,OK,Texas County,"51,812.00"
40,141,OK,Tillman County,"41,186.00"
40,143,OK,Tulsa County,"55,796.00"
40,145,OK,Wagoner County,"62,889.00"
40,147,OK,Washington County,"53,992.00"
40,149,OK,Washita County,"47,484.00"
40,151,OK,Woods County,"51,715.00"
40,153,OK,Woodward County,"55,134.00"
41,000,OR,Oregon,"63,168.00"
41,001,OR,Baker County,"45,972.00"
41,003,OR,Benton County,"63,600.00"
41,005,OR,Clackamas County,"81,061.00"
41,007,OR,Clatsop County,"53,806.00"
41,009,OR,Columbia County,"63,338.00"
41,011,OR,Coos County,"48,352.00"
41,013,OR,Crook County,"51,348.00"
41,015,OR,Curry County,"48,788.00"
41,017,OR,Deschutes County,"67,372.00"
41,019,OR,Douglas County,"47,020.00"
41,021,OR,Gilliam County,"54,325.00"
41,023,OR,Grant County,"46,141.00"
41,025,OR,Harney County,"43,370.00"
41,027,OR,Hood River County,"66,607.00"
41,029,OR,Jackson County,"55,511.00"
41,031,OR,Jefferson County,"50,376.00"
41,033,OR,Josephine County,"46,578.00"
41,035,OR,Klamath County,"45,374.00"
41,037,OR,Lake County,"44,847.00"
41,039,OR,Lane County,"53,161.00"
41,041,OR,Lincoln County,"49,265.00"
41,043,OR,Linn County,"54,292.00"
41,045,OR,Malheur County,"42,624.00"
41,047,OR,Marion County,"56,408.00"
41,049,OR,Morrow County,"55,343.00"
41,051,OR,Multnomah County,"70,756.00"
41,053,OR,Polk County,"62,389.00"
41,055,OR,Sherman County,"58,838.00"
41,057,OR,Tillamook County,"52,486.00"
41,059,OR,Umatilla County,"53,917.00"
41,061,OR,Union County,"50,616.00"
41,063,OR,Wallowa County,"48,137.00"
41,065,OR,Wasco County,"52,269.00"
41,067,OR,Washington County,"82,819.00"
41,069,OR,Wheeler County,"39,579.00"
41,071,OR,Yamhill County,"61,776.00"
42,000,PA,Pennsylvania,"60,891.00"
42,001,PA,Adams County,"62,877.00"
42,003,PA,Allegheny County,"59,881.00"
42,005,PA,Armstrong County,"49,436.00"
42,007,PA,Beaver County,"54,823.00"
42,009,PA,Bedford County,"50,257.00"
42,011,PA,Berks County,"62,519.00"
42,013,PA,Blair County,"49,244.00"
42,015,PA,Bradford County,"50,978.00"
42,017,PA,Bucks County,"88,538.00"
42,019,PA,Butler County,"67,161.00"
42,021,PA,Cambria County,"45,163.00"
42,023,PA,Cameron County,"41,770.00"
42,025,PA,Carbon County,"53,901.00"
42,027,PA,Centre County,"58,258.00"
42,029,PA,Chester County,"99,224.00"
42,031,PA,Clarion County,"46,284.00"
42,033,PA,Clearfield County,"46,706.00"
42,035,PA,Clinton County,"50,999.00"
42,037,PA,Columbia County,"50,774.00"
42,039,PA,Crawford County,"50,805.00"
42,041,PA,Cumberland County,"71,695.00"
42,043,PA,Dauphin County,"57,979.00"
42,045,PA,Delaware County,"71,961.00"
42,047,PA,Elk County,"54,876.00"
42,049,PA,Erie County,"48,453.00"
42,051,PA,Fayette County,"50,381.00"
42,053,PA,Forest County,"41,750.00"
42,055,PA,Franklin County,"60,744.00"
42,057,PA,Fulton County,"52,277.00"
42,059,PA,Greene County,"50,956.00"
42,061,PA,Huntingdon County,"49,019.00"
42,063,PA,Indiana County,"47,999.00"
42,065,PA,Jefferson County,"46,751.00"
42,067,PA,Juniata County,"54,342.00"
42,069,PA,Lackawanna County,"52,872.00"
42,071,PA,Lancaster County,"66,270.00"
42,073,PA,Lawrence County,"48,418.00"
42,075,PA,Lebanon County,"61,087.00"
42,077,PA,Lehigh County,"62,139.00"
42,079,PA,Luzerne County,"53,469.00"
42,081,PA,Lycoming County,"53,820.00"
42,083,PA,Mc Kean County,"46,529.00"
42,085,PA,Mercer County,"48,788.00"
42,087,PA,Mifflin County,"47,648.00"
42,089,PA,Monroe County,"63,318.00"
42,091,PA,Montgomery County,"90,155.00"
42,093,PA,Montour County,"61,314.00"
42,095,PA,Northampton County,"68,217.00"
42,097,PA,Northumberland County,"47,243.00"
42,099,PA,Perry County,"62,366.00"
42,101,PA,Philadelphia County,"46,149.00"
42,103,PA,Pike County,"62,657.00"
42,105,PA,Potter County,"44,883.00"
42,107,PA,Schuylkill County,"48,809.00"
42,109,PA,Snyder County,"56,991.00"
42,111,PA,Somerset County,"50,504.00"
42,113,PA,Sullivan County,"48,998.00"
42,115,PA,Susquehanna County,"52,573.00"
42,117,PA,Tioga County,"48,799.00"
42,119,PA,Union County,"55,679.00"
42,121,PA,Venango County,"45,761.00"
42,123,PA,Warren County,"50,554.00"
42,125,PA,Washington County,"63,119.00"
42,127,PA,Wayne County,"53,602.00"
42,129,PA,Westmoreland County,"58,398.00"
42,131,PA,Wyoming County,"57,599.00"
42,133,PA,York County,"65,238.00"
44,000,RI,Rhode Island,"63,787.00"
44,001,RI,Bristol County,"80,231.00"
44,003,RI,Kent County,"69,089.00"
44,005,RI,Newport County,"77,760.00"
44,007,RI,Providence County,"56,141.00"
44,009,RI,Washington County,"86,715.00"
45,000,SC,South Carolina,"52,449.00"
45,001,SC,Abbeville County,"42,412.00"
45,003,SC,Aiken County,"52,633.00"
45,005,SC,Allendale County,"29,124.00"
45,007,SC,Anderson County,"51,740.00"
45,009,SC,Bamberg County,"36,230.00"
45,011,SC,Barnwell County,"38,131.00"
45,013,SC,Beaufort County,"65,843.00"
45,015,SC,Berkeley County,"62,204.00"
45,017,SC,Calhoun County,"45,385.00"
45,019,SC,Charleston County,"62,958.00"
45,021,SC,Cherokee County,"42,542.00"
45,023,SC,Chester County,"42,116.00"
45,025,SC,Chesterfield County,"39,046.00"
45,027,SC,Clarendon County,"36,722.00"
45,029,SC,Colleton County,"39,079.00"
45,031,SC,Darlington County,"37,206.00"
45,033,SC,Dillon County,"33,159.00"
45,035,SC,Dorchester County,"65,468.00"
45,037,SC,Edgefield County,"48,818.00"
45,039,SC,Fairfield County,"39,522.00"
45,041,SC,Florence County,"47,949.00"
45,043,SC,Georgetown County,"46,058.00"
45,045,SC,Greenville County,"61,162.00"
45,047,SC,Greenwood County,"43,879.00"
45,049,SC,Hampton County,"35,871.00"
45,051,SC,Horry County,"49,082.00"
45,053,SC,Jasper County,"43,125.00"
45,055,SC,Kershaw County,"52,270.00"
45,057,SC,Lancaster County,"58,035.00"
45,059,SC,Laurens County,"42,099.00"
45,061,SC,Lee County,"33,199.00"
45,063,SC,Lexington County,"60,627.00"
45,065,SC,McCormick County,"44,683.00"
45,067,SC,Marion County,"34,365.00"
45,069,SC,Marlboro County,"33,534.00"
45,071,SC,Newberry County,"48,029.00"
45,073,SC,Oconee County,"50,529.00"
45,075,SC,Orangeburg County,"37,134.00"
45,077,SC,Pickens County,"48,794.00"
45,079,SC,Richland County,"52,611.00"
45,081,SC,Saluda County,"46,019.00"
45,083,SC,Spartanburg County,"53,567.00"
45,085,SC,Sumter County,"45,181.00"
45,087,SC,Union County,"40,686.00"
45,089,SC,Williamsburg County,"32,814.00"
45,091,SC,York County,"64,904.00"
46,000,SD,South Dakota,"57,041.00"
46,003,SD,Aurora County,"53,107.00"
46,005,SD,Beadle County,"49,712.00"
46,007,SD,Bennett County,"37,071.00"
46,009,SD,Bon Homme County,"50,278.00"
46,011,SD,Brookings County,"62,109.00"
46,013,SD,Brown County,"60,082.00"
46,015,SD,Brule County,"49,732.00"
46,017,SD,Buffalo County,"25,973.00"
46,019,SD,Butte County,"44,388.00"
46,021,SD,Campbell County,"45,737.00"
46,023,SD,Charles Mix County,"47,412.00"
46,025,SD,Clark County,"48,517.00"
46,027,SD,Clay County,"46,378.00"
46,029,SD,Codington County,"55,580.00"
46,031,SD,Corson County,"34,024.00"
46,033,SD,Custer County,"58,806.00"
46,035,SD,Davison County,"51,724.00"
46,037,SD,Day County,"48,023.00"
46,039,SD,Deuel County,"55,404.00"
46,041,SD,Dewey County,"41,942.00"
46,043,SD,Douglas County,"55,159.00"
46,045,SD,Edmunds County,"58,977.00"
46,047,SD,Fall River County,"46,782.00"
46,049,SD,Faulk County,"49,068.00"
46,051,SD,Grant County,"59,813.00"
46,053,SD,Gregory County,"40,583.00"
46,055,SD,Haakon County,"51,801.00"
46,057,SD,Hamlin County,"65,776.00"
46,059,SD,Hand County,"52,568.00"
46,061,SD,Hanson County,"63,772.00"
46,063,SD,Harding County,"55,017.00"
46,065,SD,Hughes County,"70,093.00"
46,067,SD,Hutchinson County,"54,434.00"
46,069,SD,Hyde County,"52,496.00"
46,071,SD,Jackson County,"34,122.00"
46,073,SD,Jerauld County,"47,689.00"
46,075,SD,Jones County,"49,609.00"
46,077,SD,Kingsbury County,"54,609.00"
46,079,SD,Lake County,"60,733.00"
46,081,SD,Lawrence County,"51,774.00"
46,083,SD,Lincoln County,"84,889.00"
46,085,SD,Lyman County,"47,429.00"
46,087,SD,McCook County,"59,913.00"
46,089,SD,McPherson County,"39,850.00"
46,091,SD,Marshall County,"56,862.00"
46,093,SD,Meade County,"59,524.00"
46,095,SD,Mellette County,"32,780.00"
46,097,SD,Miner County,"50,123.00"
46,099,SD,Minnehaha County,"60,033.00"
46,101,SD,Moody County,"57,392.00"
46,102,SD,Oglala Lakota County,"31,662.00"
46,103,SD,Pennington County,"58,738.00"
46,105,SD,Perkins County,"55,626.00"
46,107,SD,Potter County,"54,722.00"
46,109,SD,Roberts County,"44,709.00"
46,111,SD,Sanborn County,"54,874.00"
46,115,SD,Spink County,"50,590.00"
46,117,SD,Stanley County,"69,991.00"
46,119,SD,Sully County,"59,457.00"
46,121,SD,Todd County,"31,876.00"
46,123,SD,Tripp County,"45,710.00"
46,125,SD,Turner County,"62,792.00"
46,127,SD,Union County,"80,698.00"
46,129,SD,Walworth County,"48,394.00"
46,135,SD,Yankton County,"56,535.00"
46,137,SD,Ziebach County,"32,341.00"
47,000,TN,Tennessee,"52,366.00"
47,001,TN,Anderson County,"50,672.00"
47,003,TN,Bedford County,"49,860.00"
47,005,TN,Benton County,"38,940.00"
47,007,TN,Bledsoe County,"40,195.00"
47,009,TN,Blount County,"57,939.00"
47,011,TN,Bradley County,"50,427.00"
47,013,TN,Campbell County,"39,443.00"
47,015,TN,Cannon County,"51,859.00"
47,017,TN,Carroll County,"42,025.00"
47,019,TN,Carter County,"39,202.00"
47,021,TN,Cheatham County,"63,241.00"
47,023,TN,Chester County,"47,508.00"
47,025,TN,Claiborne County,"37,987.00"
47,027,TN,Clay County,"34,238.00"
47,029,TN,Cocke County,"36,192.00"
47,031,TN,Coffee County,"49,494.00"
47,033,TN,Crockett County,"44,431.00"
47,035,TN,Cumberland County,"46,527.00"
47,037,TN,Davidson County,"60,799.00"
47,039,TN,Decatur County,"42,905.00"
47,041,TN,DeKalb County,"47,420.00"
47,043,TN,Dickson County,"56,166.00"
47,045,TN,Dyer County,"44,302.00"
47,047,TN,Fayette County,"59,529.00"
47,049,TN,Fentress County,"36,687.00"
47,051,TN,Franklin County,"50,201.00"
47,053,TN,Gibson County,"42,720.00"
47,055,TN,Giles County,"48,024.00"
47,057,TN,Grainger County,"41,829.00"
47,059,TN,Greene County,"44,366.00"
47,061,TN,Grundy County,"36,317.00"
47,063,TN,Hamblen County,"44,040.00"
47,065,TN,Hamilton County,"57,196.00"
47,067,TN,Hancock County,"30,691.00"
47,069,TN,Hardeman County,"37,834.00"
47,071,TN,Hardin County,"37,690.00"
47,073,TN,Hawkins County,"42,188.00"
47,075,TN,Haywood County,"39,574.00"
47,077,TN,Henderson County,"43,491.00"
47,079,TN,Henry County,"43,159.00"
47,081,TN,Hickman County,"44,684.00"
47,083,TN,Houston County,"44,688.00"
47,085,TN,Humphreys County,"48,056.00"
47,087,TN,Jackson County,"37,563.00"
47,089,TN,Jefferson County,"49,611.00"
47,091,TN,Johnson County,"35,778.00"
47,093,TN,Knox County,"55,874.00"
47,095,TN,Lake County,"33,709.00"
47,097,TN,Lauderdale County,"38,849.00"
47,099,TN,Lawrence County,"43,651.00"
47,101,TN,Lewis County,"40,541.00"
47,103,TN,Lincoln County,"51,249.00"
47,105,TN,Loudon County,"58,186.00"
47,107,TN,McMinn County,"46,029.00"
47,109,TN,McNairy County,"39,859.00"
47,111,TN,Macon County,"42,265.00"
47,113,TN,Madison County,"46,651.00"
47,115,TN,Marion County,"50,819.00"
47,117,TN,Marshall County,"51,868.00"
47,119,TN,Maury County,"57,337.00"
47,121,TN,Meigs County,"50,565.00"
47,123,TN,Monroe County,"45,566.00"
47,125,TN,Montgomery County,"56,102.00"
47,127,TN,Moore County,"58,234.00"
47,129,TN,Morgan County,"40,397.00"
47,131,TN,Obion County,"42,532.00"
47,133,TN,Overton County,"42,149.00"
47,135,TN,Perry County,"41,960.00"
47,137,TN,Pickett County,"40,182.00"
47,139,TN,Polk County,"41,968.00"
47,141,TN,Putnam County,"45,512.00"
47,143,TN,Rhea County,"44,132.00"
47,145,TN,Roane County,"54,440.00"
47,147,TN,Robertson County,"66,006.00"
47,149,TN,Rutherford County,"64,170.00"
47,151,TN,Scott County,"35,685.00"
47,153,TN,Sequatchie County,"49,707.00"
47,155,TN,Sevier County,"47,202.00"
47,157,TN,Shelby County,"47,924.00"
47,159,TN,Smith County,"50,704.00"
47,161,TN,Stewart County,"46,565.00"
47,163,TN,Sullivan County,"46,024.00"
47,165,TN,Sumner County,"66,171.00"
47,167,TN,Tipton County,"60,874.00"
47,169,TN,Trousdale County,"49,280.00"
47,171,TN,Unicoi County,"43,688.00"
47,173,TN,Union County,"40,322.00"
47,175,TN,Van Buren County,"38,265.00"
47,177,TN,Warren County,"42,475.00"
47,179,TN,Washington County,"49,242.00"
47,181,TN,Wayne County,"38,879.00"
47,183,TN,Weakley County,"42,351.00"
47,185,TN,White County,"42,603.00"
47,187,TN,Williamson County,"115,930.00"
47,189,TN,Wilson County,"76,507.00"
48,000,TX,Texas,"60,632.00"
48,001,TX,Anderson County,"45,969.00"
48,003,TX,Andrews County,"84,946.00"
48,005,TX,Angelina County,"46,653.00"
48,007,TX,Aransas County,"46,912.00"
48,009,TX,Archer County,"61,190.00"
48,011,TX,Armstrong County,"57,210.00"
48,013,TX,Atascosa County,"50,594.00"
48,015,TX,Austin County,"59,942.00"
48,017,TX,Bailey County,"45,051.00"
48,019,TX,Bandera County,"53,008.00"
48,021,TX,Bastrop County,"61,883.00"
48,023,TX,Baylor County,"41,180.00"
48,025,TX,Bee County,"41,806.00"
48,027,TX,Bell County,"54,292.00"
48,029,TX,Bexar County,"54,210.00"
48,031,TX,Blanco County,"64,832.00"
48,033,TX,Borden County,"66,101.00"
48,035,TX,Bosque County,"48,460.00"
48,037,TX,Bowie County,"47,339.00"
48,039,TX,Brazoria County,"74,225.00"
48,041,TX,Brazos County,"50,113.00"
48,043,TX,Brewster County,"45,670.00"
48,045,TX,Briscoe County,"44,409.00"
48,047,TX,Brooks County,"30,116.00"
48,049,TX,Brown County,"47,097.00"
48,051,TX,Burleson County,"53,626.00"
48,053,TX,Burnet County,"56,696.00"
48,055,TX,Caldwell County,"52,588.00"
48,057,TX,Calhoun County,"52,085.00"
48,059,TX,Callahan County,"50,330.00"
48,061,TX,Cameron County,"38,106.00"
48,063,TX,Camp County,"43,714.00"
48,065,TX,Carson County,"64,799.00"
48,067,TX,Cass County,"44,154.00"
48,069,TX,Castro County,"45,689.00"
48,071,TX,Chambers County,"89,513.00"
48,073,TX,Cherokee County,"43,483.00"
48,075,TX,Childress County,"42,291.00"
48,077,TX,Clay County,"58,356.00"
48,079,TX,Cochran County,"42,873.00"
48,081,TX,Coke County,"44,804.00"
48,083,TX,Coleman County,"39,484.00"
48,085,TX,Collin County,"96,936.00"
48,087,TX,Collingsworth County,"39,536.00"
48,089,TX,Colorado County,"48,258.00"
48,091,TX,Comal County,"76,523.00"
48,093,TX,Comanche County,"52,251.00"
48,095,TX,Concho County,"40,987.00"
48,097,TX,Cooke County,"52,047.00"
48,099,TX,Coryell County,"48,099.00"
48,101,TX,Cottle County,"38,304.00"
48,103,TX,Crane County,"61,987.00"
48,105,TX,Crockett County,"49,117.00"
48,107,TX,Crosby County,"37,911.00"
48,109,TX,Culberson County,"42,164.00"
48,111,TX,Dallam County,"50,587.00"
48,113,TX,Dallas County,"59,838.00"
48,115,TX,Dawson County,"43,726.00"
48,117,TX,Deaf Smith County,"44,230.00"
48,119,TX,Delta County,"44,410.00"
48,121,TX,Denton County,"88,384.00"
48,123,TX,DeWitt County,"49,208.00"
48,125,TX,Dickens County,"39,627.00"
48,127,TX,Dimmit County,"37,177.00"
48,129,TX,Donley County,"40,945.00"
48,131,TX,Duval County,"35,156.00"
